Número de expediente,fecha_publicacion,anio_publicacion,mes_publicacion,ambito_geografico,comunidad_autonoma,Tipo de contrato,Tipo de Administración,tipo_organo,Tipo de procedimiento,procedimiento_agrupado,Tramitación,presupuesto_expediente,Presupuesto base sin impuestos oportunidad,Valor estimado del contrato,tramo_presupuesto,duracion_meses,tramo_duracion,tiene_lotes,numero_lotes_dashboard,Resultado licitación/lote,resultado_agrupado,ganador_grupo,gano_gee,decision_licitacion,objeto_normalizado
XRY-4/2026,2026-01-01,2026.0,1.0,es61,Andalucía,Servicios,Empresa pública bajo el control de una autoridad estatal,Empresa Pública,Normas internas,Normas internas,Ordinaria,2960.0,2960.0,2960.0,< 10.000 €,1.4783180026281209,< 6 meses,False,0,Adjudicado,Adjudicado,drager,False,No licita,MANTENIMIENTO Y VERIFICACION PERIODICA DE ETILOMETROS EVIDENCIALES
12/2026,2026-02-01,2026.0,2.0,es62,Región de Murcia,Servicios,Autoridad local,Administración Pública,Abierto,Abierto,Ordinaria,25165.29,25165.29,61260.33,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE DESFIBRILADORES SEMIAUTOMATICOS DESA
122/2026,2026-02-01,2026.0,2.0,es24,Aragón,Servicios,Autoridad local,Administración Pública,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,374.76,374.76,374.76,< 10.000 €,4.0,< 6 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO DE LOS DESFIBRILADORES EXISTENTES PARA LA PROVINCIA DE HUESCA Y SUMINISTRO ALQUILER DESFIBRILADOR
133/2026,2026-02-01,2026.0,2.0,es52,Comunitat Valenciana,Servicios,Organismo de Derecho público bajo el control de una autoridad local,Otros,Abierto simplificado,Abierto simplificado,Ordinaria,449.0,449.0,21054.0,< 10.000 €,0.164257555847569,< 6 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO FORMACION Y ACREDITACION PARA EL USO DE DESFIBRILADORES EXTERNOS SEMIAUTOMATICOS DEL CONSORCIO PROVINCIAL DE BOMBEROS DE CASTELLON
1ª Prórroga ITA_2024_86,2026-02-01,2026.0,2.0,es24,Aragón,Servicios,Organismo de Derecho público bajo el control de una autoridad regional,Investigación,Abierto,Abierto,Ordinaria,12995.0,12995.0,12995.0,10.000 – 25.000 €,,,False,0,Formalizado,Formalizado,Otros,False,No licita,PRIMERA PRORROGA DEL CONTRATO PARA EL SERVICIO DE MANTENIMIENTO PREVENTIVO Y ASISTENCIA TECNICA DE LOS EQUIPOS MARCA SERVOSIS INSTALADOS EN EL LABORATORIO DE INTEGRIDAD ESTRUCTURAL Y FATIGA DEL INSTITUTO TECNOLOGICO DE ARAGON
2025/012608,2026-02-01,2026.0,2.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,10130420.0,10130420.0,12732262.0,> 5 M€,48.0,36 – 60 meses,False,0,Formalizado,Formalizado,siemens,False,No licita,CONTRATACION DE SERVICIO DE MANTENIMIENTO INTEGRAL Y EVOLUTIVO DE EQUIPOS ELECTROMEDICOS DE ALTA TECNOLOGIA MARCA SIEMENS INSTALADOS EN LOS CENTROS SANITARIOS DEL SESCAM
2025/SP01460020/00001039E,2026-02-01,2026.0,2.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,24120.66,24120.66,24120.66,10.000 – 25.000 €,,,False,0,Formalizado,Formalizado,Otros,False,No licita,TA2026 MANTENIMIENTO Y ACTUALIZACION DE LOS SISTEMAS AUTOMATIZADOS DE DISPENSACION DE MEDICAMENTOS Y PRODUCTOS SANITARIOS PYXIS HCD
2025/SP01460020/00001087E,2026-02-01,2026.0,2.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Abierto simplificado,Abierto simplificado,Ordinaria,36146.21,36146.21,36146.21,25.000 – 50.000 €,,,False,0,Formalizado,Formalizado,Otros,False,No licita,EXP 1087 2025 TA2026 EXTERNALIZACION DE LOS CONTROLES DE CALIDAD PROGRAMAS DE PROTECCION RADIOLOGICA PROGRAMAS DE GARANTIA DE CALIDAD Y TRAMITACION DE DOCUMENTACION AJENAS AL HCD PR
2025/SP01460020/00001088E,2026-02-01,2026.0,2.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Abierto simplificado,Abierto simplificado,Ordinaria,45454.55,45454.55,45454.55,25.000 – 50.000 €,,,False,0,Formalizado,Formalizado,Otros,False,No licita,EXP 1088 2025 TA2026 EXTERNALIZACION DE LAS FUNCIONES DE PROTECCION RADIOLOGICA PARA RADIACIONES IONIZANTES NATURALES HCD PR
2025/SP01460020/00001095E,2026-02-01,2026.0,2.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Abierto,Abierto,Ordinaria,594166.41,594166.41,1188332.82,500.000 – 1 M€,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,HCD ACUERDO MARCO PARA EL MANTENIMIENTO DE INSTALACIONES ELEVADORAS 1A PR
202501GE0019,2026-02-01,2026.0,2.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Administración Pública,Abierto simplificado,Abierto simplificado,Ordinaria,1904.0,1904.0,4760.0,< 10.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,Otros,False,,SERVICIO DE MANTENIMIENTO VERIFICACION DEL FUNCIONAMIENTO Y COMPROBACION DE AJUSTES DE UN EQUIPO SEMIAUTOMATICO DE CARDIOPROTECCION UBICADO EN LA PLANTA BAJA DEL EDIFICIO DE LA C JOSE ABASCAL 39
2026/000019,2026-02-01,2026.0,2.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,101621.1,101621.1,101621.1,100.000 – 250.000 €,1.609724047306176,< 6 meses,False,0,Formalizado,Formalizado,siemens,False,No licita,SERVICIO DE DESMONTAJE TRASLADO Y MONTAJE DEL EQUIPO SOMATONGO SIM SN 128325 DESDE EL HOSPITAL VIRGEN DE LA LUZ A OTRA UBICACION DEL MISMO HOSPITAL
2026/000151,2026-02-01,2026.0,2.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,79652.0,79652.0,79652.0,50.000 – 100.000 €,1.609724047306176,< 6 meses,False,0,Formalizado,Formalizado,siemens,False,No licita,PNSP 36 2026 SERVICIO DE DESMONTAJE TRASLADO MONTAJE Y ADECUACION DE ESPACIOS DEL EQUIPO SOMATOM GO SIM SN 128220 DESDE SU ACTUAL UBICACION EN EL SERVICIO DE DIAGNOSTICO POR IMAGEN AL SERVICIO DE ONCOLOGIA RADIOTERAPICA DENTRO DEL HOSPITAL UNIVERSITARIO DE GUADALAJARA
25-0633,2026-02-01,2026.0,2.0,es22,Comunidad Foral de Navarra,Servicios,Organismo de Derecho público bajo el control de una autoridad estatal,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,33661.35,33661.35,33661.35,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,phillips,False,No licita,ACTUALIZACION DEL SISTEMA DE ARCHIVO RADIOLOGICO PACS
26-002680,2026-02-01,2026.0,2.0,es42,Castilla-La Mancha,Servicios,Organismo de Derecho público bajo el control de una autoridad estatal,Mutua,Abierto simplificado,Abierto simplificado,Ordinaria,9253.24,9253.24,18506.48,< 10.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,MANTENIMIENTO PREVENTIVO Y CORRECTIVO AUTOCLAVES HOSPITAL DE TOLEDO
303/26,2026-02-01,2026.0,2.0,es11,Galicia,Servicios,Organismo de Derecho público bajo el control de una autoridad regional,Universidad,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,10927.94,10927.94,10927.94,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,palex,False,No licita,SERVICIO DE MANTENIMIENTO DEL MICROSCOPIO ELECTRONICO DE BARRIDO JEOL JSM 6700F DEL SERVICIO DE MICROSCOPIA ELECTRONICA DEL CACTI
7301-73P-1-2026-16634,2026-02-01,2026.0,2.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,163103.07,163103.07,163103.07,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO CON RENOVACION TECNOLOGICA DE EQUIPOS DE LA MARCA OLYMPUS DE LAS AREAS DE ENDOSCOPIA Y NEUMOLOGIA DEL COMPLEJO ASISTENCIAL DE SORIA
940/2025,2026-02-01,2026.0,2.0,es61,Andalucía,Servicios,Autoridad estatal,Empresa Pública,Abierto,Abierto,Ordinaria,99680.0,99680.0,249200.0,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Licitación en proceso,En proceso,Otros,False,No licita,MANTENIMIENTO DE EQUIPOS DE INSPECCION Y ARCOS DETECTORES DE LAS TERMINALES DEL MUELLE ALFONSO XIII Y MUELLE CIUDAD DEL RECINTO PORTUARIO DE CADIZ CA 061 25
AGP-12/2026,2026-02-01,2026.0,2.0,es61,Andalucía,Servicios,Empresa pública bajo el control de una autoridad estatal,Empresa Pública,Normas internas,Normas internas,Ordinaria,950.0,950.0,950.0,< 10.000 €,0.4927726675427069,< 6 meses,False,0,Adjudicado,Adjudicado,servytronix,False,No licita,REVISION Y CALIBRACION DE LOS EQUIPOS MEDICOS DEL SERVICIO MEDICO AEROPORTUARIO EN EL AEROPUERTO DE MALAGA COSTA DEL SOL
CMAYOR/2026/INCLI/0005,2026-02-01,2026.0,2.0,es52,Comunitat Valenciana,Servicios,Organismo de Derecho público bajo el control de una autoridad regional,Hospital,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,7070.0,7070.0,28280.0,< 10.000 €,12.0,12 – 24 meses,False,0,Desierto,Desierto,Otros,False,No licita,SERVICIO DE MANTENIMIENTO Y ASISTENCIA TECNICA DE EQUIPOS PARA ESTUDIOS DE PCR DIGITAL
CN 285/2025,2026-02-01,2026.0,2.0,es30,Comunidad de Madrid,Servicios,Organismo de Derecho público bajo el control de una autoridad estatal,Empresa Pública,Abierto simplificado,Abierto simplificado,Ordinaria,1000.0,1000.0,3000.0,< 10.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,CALIBRACION DE EQUIPOS MEDICOS DEL SERVICIO MEDICO DE LA REGION CENTRO NORTE
CP00201/2025,2026-02-01,2026.0,2.0,Nacional,Nacional,Servicios,Autoridad estatal,Mutua,Abierto,Abierto,Ordinaria,35456.92,35456.92,145325.38,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,,SERVICIO DE MANTENIMIENTO DE LOS EQUIPOS DE PRODUCCION DE AIRE MEDICINAL Y DE VACIO DEL HOSPITAL DE SEVILLA CARTUJA
CP06/26,2026-02-01,2026.0,2.0,es21,País Vasco,Servicios,Organismo de Derecho público bajo el control de una autoridad estatal,Hospital,Abierto,Abierto,Ordinaria,179400.0,179400.0,179400.0,100.000 – 250.000 €,36.0,36 – 60 meses,False,0,Formalizado,Formalizado,ge_healthcare,False,No licita,SERVICIO DE MANTENIMIENTO DEL EQUIPO DE RESONANCIA MAGNETICA INSTALADO EN HOSPITAL INTERMUTUAL DE EUSKADI
CSE/02/1126004529/PASA,2026-02-01,2026.0,2.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto simplificado,Abierto simplificado,Ordinaria,22000.0,22000.0,44000.0,10.000 – 25.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL A TODO RIESGO DE LOS EQUIPOS MEDICOS MARCA PENTAX MEDICAL IBERIA S A U DE LOS CENTROS DEPENDIENTES DEL AREA DE SALUD DE MERIDA
CSE/05/1126003809/26/PNSP,2026-02-01,2026.0,2.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,65000.0,65000.0,65000.0,50.000 – 100.000 €,0.328515111695138,< 6 meses,False,0,Formalizado,Formalizado,siemens,False,No licita,SERVICIO DE DESMONTAJE TRASLADO INSTALACION Y PUESTA EN MARCHA DE LA GAMMACAMARA SYMBIA INTEVO 6 SN 2242 DESDE HOSPITAL SAN PEDRO DE ALCANTARA HASTA HOSPITAL UNIVERSITARIO DE CACERES
CSE/1300/1101162506/25/PA,2026-02-01,2026.0,2.0,es62,Región de Murcia,Servicios,Organismo de Derecho público bajo el control de una autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,84999.97,84999.97,271999.9,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL INCLUIDO MANTENIMIENTO POR REPOSICION PARA EQUIPOS DE LA MARCA KARL STORZ DE LOS DIFERENTES SERVICIOS DE LA GERENCIA DEL AREA III DE SALUD
ECASE 2026/33090,2026-02-01,2026.0,2.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,232000.0,232000.0,450400.0,100.000 – 250.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS EQUIPOS RADIOLOGICOS FUJIFILM DEL AREA DE SALUD DE IBIZA Y FORMENTERA
HSLL056/2026,2026-02-01,2026.0,2.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,401701.63,401701.63,401701.63,250.000 – 500.000 €,14.0,12 – 24 meses,False,0,Formalizado,Formalizado,ge_healthcare,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS EQUIPOS DE LA MARCA GENERAL ELECTRIC DEL SERVICIO DE RADIOLOGIA DEL HOSPITAL UNIVERSITARIO SON LLATZER
IACS-2025-20005,2026-02-01,2026.0,2.0,es24,Aragón,Servicios,Organismo de Derecho público bajo el control de una autoridad regional,Investigación,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,31409.36,31409.36,31409.36,25.000 – 50.000 €,48.0,36 – 60 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO MANTENIMIENTO EQUIPOS LAVADO SCT CIRUGIA ANIMALARIO
IACS-2025-20006,2026-02-01,2026.0,2.0,es24,Aragón,Servicios,Organismo de Derecho público bajo el control de una autoridad regional,Investigación,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,73242.75,73242.75,73242.75,50.000 – 100.000 €,48.0,36 – 60 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO MANTENIMIENTO EQUIPOS ESTERILIZACION SCT ANIMALARIO
SAS_BAR_2026_00015,2026-02-01,2026.0,2.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,100000.0,100000.0,200000.0,100.000 – 250.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO Y SOPORTE TECNICO DEL SISTEMA INFORMATICO DEL LABORATORIO DEL HOSPITAL DE BARBASTRO
SAS_Z2_2026_PNSP_24,2026-02-01,2026.0,2.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,25409.86,25409.86,50819.72,25.000 – 50.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,MANTENIMIENTO INTEGRAL DE UN MAMOGRAFO EQUIPO N 2021517 DEL HOSPITAL UNIVERSITARIO MIGUEL SERVET
SAS_Z2_2026_PNSP_35,2026-02-01,2026.0,2.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,257935.68,257935.68,257935.68,250.000 – 500.000 €,48.0,36 – 60 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,MANTENIMIENTO DE EQUIPOS MARCA HOLOGIC DEL HOSPITAL UNIVERSITARIO MIGUEL SERVET SECTOR ZARAGOZA II
SE.037/2025,2026-02-01,2026.0,2.0,es43,Extremadura,Servicios,Organismo de Derecho público bajo el control de una autoridad regional,Universidad,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,36187.0,36187.0,36187.0,25.000 – 50.000 €,3.0,< 6 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIOS PARA LA DETECCION DE PROBLEMAS DE VACIO SUSTITUCION DE COMPONENTES AGOTADOS Y DANADOS DE UN MICROSCOPIO DE BARRIDO DE LOS SERVICIOS DE APOYO A LA INVESTIGACION DE LA UNIVERSIDAD DE EXTREMADURA
SER/2025/0000075092,2026-02-01,2026.0,2.0,es70,Canarias,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,3588085.03,3588085.03,4891765.39,1 – 5 M€,48.0,36 – 60 meses,False,0,Formalizado,Formalizado,phillips,False,No licita,MANTENIMIENTO INTEGRAL DDE DIVERSO EQUIPAMIENTO DE RADIODIAGNOSTICO AREA QUIRURGICA Y CARDIOLOGIA INCLUYENDO EL SUMIINSTRO DETUBOS DE RAYOS X Y DETECTORES DIGITALES DE LA MARCA PHILIPS INSTALADOS EN EL COMPLEJO HOSPITALARIO UNIVERSITARIO DE CANARIAS
SER/2025/0000126332,2026-02-01,2026.0,2.0,es70,Canarias,Servicios,Autoridad regional,Hospital,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,421220.0,421220.0,613830.0,250.000 – 500.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,getinge,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS SISTEMAS DE ASISTENCIA Y RESPIRADORES DE PACIENTE DE LA MARCA MAQUET INSTALADOS EN ELHUNSC Y SU RED DE CENTROS
SER/2025/0000154684,2026-02-01,2026.0,2.0,es70,Canarias,Servicios,Autoridad regional,Hospital,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,127640.0,127640.0,127640.0,100.000 – 250.000 €,60.0,60 – 120 meses,False,0,Desierto,Desierto,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS EQUIPOS DE DIAGNOSTICO POR IMAGEN DE LA MARCA GENORAY INSTALADOS EN EL HUNSC Y ELHOSPITAL DEL SUR DE TENERIFE MEDIANTE PROCEDIMIENTO NEGOCIADO SIN PUBLICIDAD SIN CONCURRENCIA DE OFERTAS Y TRAMITACIONANTICIPADA
SG/CON/SER/8/2025,2026-02-01,2026.0,2.0,es61,Andalucía,Servicios,Autoridad local,Administración Pública,Abierto simplificado,Abierto simplificado,Ordinaria,6955.13,6955.13,27820.52,< 10.000 €,12.0,12 – 24 meses,False,0,Licitación en proceso,En proceso,Otros,False,No licita,CONTRATO DE SERVICIOS DE MANTENIMIENTO Y REPARACION DE LOS DESFIBRILADORES AUTOMATICOS FUERA DEL AMBITO SANITARIO PROPIEDAD DEL EXCMO AYUNTAMIENTO DE BAEZA Y SUS ORGANISMOS AUTONOMOS Y CURSOS DE FORMACION PARA SU USO
Z26PC001/060,2026-02-01,2026.0,2.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Administración Pública,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,806656.88,806656.88,1505759.51,500.000 – 1 M€,432.0,> 120 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,PUESTA A PUNTO Y MANTENIMIENTO INTEGRAL DE LOS EQUIPOS DE LA MARCA LIFE TECHNOLOGIES UBICADOS EN LOS LABORATORIOS DE ADN DE LA COMISARIA GENERAL DE POLICIA CIENTIFICA Y EN SUS UNIDADES TERRITORIALES DEPENDIENTES
008/2026,2026-03-01,2026.0,3.0,es61,Andalucía,Servicios,Empresa pública bajo el control de una autoridad local,Gerencia Sanitaria,Restringido,Restringido,Ordinaria,685000.0,685000.0,4452500.0,500.000 – 1 M€,1.971090670170828,< 6 meses,False,0,Licitación en proceso,En proceso,Otros,False,No licita,EL OBJETO DE LA PRESENTE LICITACION EL ESTABLECIMIENTO DE UN SISTEMA DE CLASIFICACION PROPIO EN ADELANTE SCP PARA LA HOMOLOGACION DE PROVEEDORES DE SERVICIOS DIVERSOS DE MANTENIMIENTO PARA FLOTA E INSTALACIONES DE LA EMPRESA MALAGUENA DE TRANSPORTES S A M
10998/2026,2026-03-01,2026.0,3.0,es61,Andalucía,Servicios,Autoridad local,Administración Pública,Abierto simplificado,Abierto simplificado,Ordinaria,19652.68,19652.68,43235.9,10.000 – 25.000 €,24.0,24 – 36 meses,False,0,Licitación en proceso,En proceso,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS DESFIBRILADORES EXTERNOS AUTOMATICOS Y SEMIAUTOMATICOS DEA DESA DE LOS EDIFICIOS Y VEHICULOS DEL AYUNTAMIENTO DE MIJAS
185/2026,2026-03-01,2026.0,3.0,es30,Comunidad de Madrid,Servicios,Autoridad local,Administración Pública,Abierto,Abierto,Ordinaria,5860.0,5860.0,11792.0,< 10.000 €,4.0,< 6 meses,False,0,Adjudicado,Adjudicado,Otros,False,,CONTRATO ADMINISTRATIVO MIXTO DE SUMINISTRO Y SERVICIO DE MANTENIMIENTO DE EQUIPOS DESFIBRILADORES EXTERNOS SEMIAUTOMATICOS EN EL MUNICIPIO DE GRINON MADRID
2025/000306,2026-03-01,2026.0,3.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,149500.0,149500.0,149500.0,100.000 – 250.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO CON RENOVACION TECNOLOGICA DE LOS EQUIPOS DE ESTERILIZACION DE LA GERENCIA DE ATENCION INTEGRADA DE TALAVERA DE LA REINA
2025/016578,2026-03-01,2026.0,3.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,59801.82,59801.82,119603.64,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,CONTRATACION DEL SERVICIO DE MANTENIMIENTO A TODO RIESGO DE DOS QUIROFANOS INTEGRADOS TIPO 4K MARCA OLYMPUS MODELO ENDOALPHA INSTALADOS EN EL HOSPITAL GENERAL DE CIUDAD REAL PERTENECIENTE A LA GERENCIA DE ATENCION INTEGRADA DE CIUDAD REAL
2026-SES-011,2026-03-01,2026.0,3.0,es53,Illes Balears,Servicios,Organismo de Derecho público bajo el control de una autoridad estatal,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,73600.0,73600.0,146400.0,50.000 – 100.000 €,36.0,36 – 60 meses,True,2,Formalizado,Formalizado,Otros,False,No licita,LOTE 1 MANTENIMIENTO DE LOS EQUIPOS DE SISTEMA DE REVELADO
2026/ETSAE0111/00000071E,2026-03-01,2026.0,3.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Abierto simplificado,Abierto simplificado,Ordinaria,59900.0,59900.0,59900.0,50.000 – 100.000 €,3.0,< 6 meses,False,0,Formalizado,Formalizado,agenor,False,Licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE EQUIPO SANITARIO DEL EJERCITO DE TIERRA EN EL AMBITO DE LA COMUNIDAD DE MADRID
2026/ETSAE0111/00000085E,2026-03-01,2026.0,3.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Abierto simplificado,Abierto simplificado,Ordinaria,31685.0,31685.0,59845.0,25.000 – 50.000 €,8.0,6 – 12 meses,True,3,Formalizado,Formalizado,Otros,False,No licita,LOTE 1 MANTENIMIENTO TECNICO INTEGRAL DE LOS EQUIPOS DE GASES MEDICINALES BOTELLAS DE OXIGENO DE BASE PLANA EN UNIDADES MILITARES DESPLEGABLES A ZONA DE OPERACIONES SITAS EN TERRITORIO NACIONAL EXCEPTO CANARIAS
2026/SP01400010/00000224E,2026-03-01,2026.0,3.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,2932.0,2932.0,2932.0,< 10.000 €,,,False,0,Formalizado,Formalizado,Otros,False,No licita,ITOXDEF BAM MANTENIMIENTO DE EQUIPOS DE ALTA TECNOLOGIA LOTE 4 EQUIPOS DE ESPECTROMETRO DE MASAS
2026_007_SE_PNSP,2026-03-01,2026.0,3.0,es41,Castilla y León,Servicios,Organismo de Derecho público bajo el control de una autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,15285.0,15285.0,30570.0,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,CONTRATACION DEL SERVICIO DE MANTENIMIENTO DEL EQUIPO FEMTO LDV Z8 LASER DE FEMTOSEGUNDO PARA LA FUNDACION UNIVERSIDAD DE VALLADOLID M P
304/26,2026-03-01,2026.0,3.0,es11,Galicia,Servicios,Organismo de Derecho público bajo el control de una autoridad regional,Universidad,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,47894.76,47894.76,47894.76,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DEL MICROSCOPIO ELECTRONICO FEI HELIOS NANOLAB 600 DEL SERVICIO DE MICROSCOPIA ELECTRONICA DEL CACTI
304916,2026-03-01,2026.0,3.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Investigación,Abierto simplificado,Abierto simplificado,Ordinaria,13500.0,13500.0,22500.0,10.000 – 25.000 €,30.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE LAS SALAS DE CALIBRACION DE IR14 B Y F DEL LMRI CIEMAT
5301-53P-1-2026-15660,2026-03-01,2026.0,3.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,1324348.83,1324348.83,1978046.69,1 – 5 M€,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,2025 0 9 MANTENIMIENTO INTEGRAL A TODO RIESGO DE LOS EQUIPOS ELECTROMEDICOS DE ALTA TECNOLOGIA DE LA MARCA PHILIPS DEL COMPLEJO ASISTENCIAL UNIVERSITARIO DE SALAMANCA
