Número de expediente,fecha_publicacion,anio_publicacion,mes_publicacion,ambito_geografico,comunidad_autonoma,Tipo de contrato,Tipo de Administración,tipo_organo,Tipo de procedimiento,procedimiento_agrupado,Tramitación,presupuesto_expediente,Presupuesto base sin impuestos oportunidad,Valor estimado del contrato,tramo_presupuesto,duracion_meses,tramo_duracion,tiene_lotes,numero_lotes_dashboard,Resultado licitación/lote,resultado_agrupado,ganador_grupo,gano_gee,decision_licitacion,objeto_normalizado
2025/ETSAE0111/00000777E,2025-12-01,2025.0,12.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,37933.88,37933.88,37933.88,25.000 – 50.000 €,2.0,< 6 meses,False,0,Formalizado,Formalizado,agenor,False,No licita,CB EN AM 20 2405 LOTE 3 21 225 DE MANTENIMIENTO Y GESTION INTEGRAL DE EQUIPOS SANITARIOS DEL EJERCITO DE TIERRA ZONA GEOGRAFICA ARAGON LA RIOJA GALICIA PAIS VASCO Y ASTURIAS
2025/ETSAE0111/00000930E,2025-12-01,2025.0,12.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,43801.65,43801.65,43801.65,25.000 – 50.000 €,1.0,< 6 meses,False,0,Formalizado,Formalizado,grupo_gee,True,Licita,CB EN AM 20 2405 LOTE 5 21 227 MANTENIMIENTO Y GESTION INTEGRAL DE EQUIPOS SANITARIOS DEL EJERCITO DE TIERRA ZONA GEOGRAFICA CASTILLA LEON CASTILLA LA MANCHA EXTREMADURA
2025/ETSAE0111/00000931E,2025-12-01,2025.0,12.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,96694.21,96694.21,96694.21,50.000 – 100.000 €,1.0,< 6 meses,False,0,Formalizado,Formalizado,grupo_gee,True,Licita,CB EN AM 20 2405 LOTE 4 21 226 MANTENIMIENTO Y GESTION INTEGRAL DE EQUIPOS SANITARIOS DEL EJERCITO DE TIERRA ZONA INTERNACIONAL OPERACIONES EN CURSO
2025/SP01400010/00001272E,2025-12-01,2025.0,12.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,383071.0,383071.0,383071.0,250.000 – 500.000 €,,,False,0,Formalizado,Formalizado,Otros,False,No licita,BAM 1212 2024 SERVICIO DE MANTENIMIENTO DEL EQUIPAMIENTO SANITARIO DE BAJA TECNOLOGIA
2025/SP01410010/00000691E,2025-12-01,2025.0,12.0,es24,Aragón,Servicios,Autoridad estatal,Sanidad Militar,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,17000.0,17000.0,34000.0,10.000 – 25.000 €,,,False,0,Formalizado,Formalizado,Otros,False,No licita,PA MANTENIMIENTO DE LA CAMARA HIPERBARICA Y SUS COMPLEJOS ASOCIADOS DEL SERVICIO DE MEDICINA HIPERBARICA Y SUBACUATICA DEL HOSPITAL GENERAL DE LA DEFENSA EN ZARAGOZA HGDZ NSP POR DESIERTO
2025/SP01460020/00000704E,2025-12-01,2025.0,12.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,33290.5,33290.5,33290.5,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Licitación en proceso,En proceso,Otros,False,,EXPTE 704 2025 TA2026 MANTENIMIENTO DEL SISTEMA LUG TRAZA HCD 1 12 2025 AL 30 11 2026
2025/SP01460020/00000863E,2025-12-01,2025.0,12.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Abierto simplificado,Abierto simplificado,Ordinaria,19834.71,19834.71,19834.71,10.000 – 25.000 €,,,False,0,Formalizado,Formalizado,Otros,False,,EXP 863 2025 TA2026 MANTENIMIENTO DE PUERTAS AUTOMATICAS EN EL HCD PRORROGA
2025_052_PASS,2025-12-01,2025.0,12.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Administración Pública,Abierto simplificado,Abierto simplificado,Ordinaria,3280.0,3280.0,8200.0,< 10.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,Otros,False,,MANTENIMIENTO DE LOS CUATRO 4 EQUIPOS DE CARDIO PROTECCION DESFIBRILADORES SEMIAUTOMATICOS DESA QUE EOI TIENE EN SU PROPIEDAD EN LAS SEDES DE MADRID Y SEVILLA
26/25,2025-12-01,2025.0,12.0,es30,Comunidad de Madrid,Servicios,Organismo de Derecho público bajo el control de una autoridad estatal,Investigación,Abierto,Abierto,Ordinaria,141750.0,141750.0,189000.0,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE MICROSCOPIO CONFOCAL Y SUPER RESOLUCION DEL FABRICANTE LEICA MICROSYSTEMS
3ª prórroga Lote 2 PA 781/2022,2025-12-01,2025.0,12.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,13223.14,13223.14,66115.7,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,CONTRATACION DEL SERVICIO DE MANTENIMIENTO INTEGRAL DE LA SALA TAC DEL HOSPITAL DE VINAROS Y DEL EQUIPO DE RX DIGITAL DEL CENTRO DE SALUD DE MORELLA CON UNA GESTION SOSTENIBLE DEL MEDIO AMBIENTE Y SOCIALMENTE RESPONSABLE
41/25SPF,2025-12-01,2025.0,12.0,es30,Comunidad de Madrid,Servicios,Organismo de Derecho público bajo el control de una autoridad estatal,Investigación,Abierto simplificado,Abierto simplificado,Ordinaria,31320.0,31320.0,31320.0,25.000 – 50.000 €,36.0,36 – 60 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE EQUIPOS DE PREPARACION Y TINCION DE MUESTRAS DE TEJIDOS PARA ANALISIS HISTOLOGICO
7301-73P-1-2025-16339,2025-12-01,2025.0,12.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,98026.0,98026.0,98026.0,50.000 – 100.000 €,48.0,36 – 60 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DEL EQUIPO DE MAMOGRAFIA SELENIA DIMENSIONS 3D 6000 PACKAGE Y EQUIPOS COMPLEMENTARIOS DEL HOSPITAL SANTA BARBARA DE SORIA
CMAYOR/2025/FISAB/0014,2025-12-01,2025.0,12.0,es52,Comunitat Valenciana,Servicios,Organismo de Derecho público bajo el control de una autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,38400.0,38400.0,195840.0,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,agenor,False,No licita,EL OBJETO DEL CONTRATO ES EL SERVICIO DE MANTENIMIENTO CORRECTIVO DE DETERMINADO EQUIPAMIENTO CIENTIFICO Y DE LABORATORIO SITUADO EN EL BIOBANCO HGUE Y EN DISTINTAS SEDES DEL BIOBANCO IBSP CV CONCRETAMENTE SE TRATA DE LAS SEDES DE HOSPITAL ARNAU DE VILANOVA HOSPITAL GENERAL UNIVERSITARIO DE CASTELLON HOSPITAL UNIVERSITARIO DOCTOR PESET
CSE/01/1125074871/25/PNSP,2025-12-01,2025.0,12.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,153334.99,153334.99,306669.98,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,getinge,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE RESPIRADORES EQUIPOS DE ANESTESIA Y SISTEMA ECMO MARCA MAQUET DEL AREA DE SALUD DE BADAJOZ
CSE/01/1125075069/25/PNSP,2025-12-01,2025.0,12.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,34556.77,34556.77,34556.77,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DEL SISTEMA DE NAVEGACION DE CIRUGIA GUIADA POR IMAGENES BRAINLAB DEL HOSPITAL UNIVERSITARIO DE BADAJOZ
CSE/01/1125075591/25/PNSP,2025-12-01,2025.0,12.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,21204.0,21204.0,21204.0,10.000 – 25.000 €,18.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,MANTENIMIENTO DE EQUIPOS DE LABORATORIO AGILENT CROMATOGRAFO DE GASES ESPECTOFOTOMETRO Y MASAS DEL LABORATORIO DE SALUD PUBLICA DEL AREA DE SALUD DE BADAJOZ
CSE/01/1125077819/25/PNSP,2025-12-01,2025.0,12.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,595340.0,595340.0,595340.0,500.000 – 1 M€,48.0,36 – 60 meses,False,0,Formalizado,Formalizado,drager,False,No licita,CONTRATACION DEL SERVICIO DE MANTENIMIENTO POR EXCLUSIVIDAD DE LOS EQUIPOS ELECTROMEDICOS MARCA DRAEGER HISPANIA SAU INSTALADOS EN EL AREA DE SALUD DE BADAJOZ
CSE/01/1125078083/25/PNSP,2025-12-01,2025.0,12.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,49420.0,49420.0,49420.0,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,CONTRATACION PARA LA ADJUDICACION MEDIANTE PROCEDIMIENTO NEGOCIADO POR EXCLUSIVIDAD DEL SERVICIO DE MANTENIMIENTO DEL EQUIPAMIENTO SUN NUCLEAR INSTALADO EN EL HOSPITAL UNIVERSITARIO DEL AREA DE SALUD DE BADAJOZ
GEX 2023/11465 Prórroga,2025-12-01,2025.0,12.0,es61,Andalucía,Servicios,Autoridad local,Administración Pública,Abierto simplificado,Abierto simplificado,Ordinaria,5467.68,5467.68,5467.68,< 10.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,PRORROGA DEL CONTRATO DE SERVICIOS DE MANTENIMIENTO DE DESFIBRILADORES EXTERNOS SEMIAUTOMATICOS Y SUS ARMARIOS INSTALADOS EN LOS DIFERENTES EDIFICIOS MUNICIPALES DEL TERMINO MUNICIPAL DE LA CARLOTA CORDOBA
HIL/2025/02/098,2025-12-01,2025.0,12.0,es52,Comunitat Valenciana,Servicios,Organismo de Derecho público bajo el control de una autoridad estatal,Hospital,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,3445.68,3445.68,6891.36,< 10.000 €,2.0,< 6 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE ASISTENCIA Y MANTENIMIENTO DE PYXIS
MPNSE 2025/41143,2025-12-01,2025.0,12.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,47175.0,47175.0,78625.0,25.000 – 50.000 €,36.0,36 – 60 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DEL SISTEMA DE PREANALITICA COBAS P 612 UBICADA EN 2130EL LABORATORIO DEL HOSPITAL MATEU ORFILA X000D X000D
PA 43/2026 TA,2025-12-01,2025.0,12.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,131455.0,131455.0,219240.0,100.000 – 250.000 €,24.0,24 – 36 meses,False,0,Licitación en proceso,En proceso,Otros,False,,MANTENIMIENTO INTEGRAL SOBRE LOS EQUIPOS DE ALTA TECNOLOGIA DE RADIOLOGIA DIGITAL DE LA MARCA X000D SHIMADZU UBICADOS EN EL SERVICIO DE RADIOLOGIA DEL HOSPITAL VEGA BAJA DEL DEPARTAMENTO DE SALUD DE ORIHUELA
SAS_BAR_2026_00013,2025-12-01,2025.0,12.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,78948.33,78948.33,163517.33,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,siemens,False,No licita,SERVICIO DE MANTENIMIENTO DEL PORTATIL DE RX TELEMANDO SALA DE RADIOGRAFIA DIGITAL Y MAMOGRAFO DEL SERVICIO DE RADIODIANOSTICO DEL HOSPITAL DE BARBASTRO
SAS_BAR_2026_00016,2025-12-01,2025.0,12.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,110150.0,110150.0,220300.0,100.000 – 250.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,ge_healthcare,False,No licita,SERVICIO DE MANTENIMIENTO DEL EQUIPO DE TOMOGRAFIA AXIAL COMPUTERIZADA DEL SERVICIO DE RADIODIANOSTICO DEL HOSPITAL DE BARBASTRO
SAS_HU_2025_117,2025-12-01,2025.0,12.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,26200.0,26200.0,740000.0,25.000 – 50.000 €,36.0,36 – 60 meses,True,10,Formalizado,Formalizado,ge_healthcare,False,No licita,ARCO DE ESCOPIA HOSPITAL SAN JORGE EQUIPO 5013759
SAS_TE_2025_PNSP_49,2025-12-01,2025.0,12.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,81736.08,81736.08,134864.53,50.000 – 100.000 €,,,False,0,Formalizado,Formalizado,drager,False,No licita,SERVICIO DE MANTENIMIENTO DE EQUIPOS DE ELECTROMEDICINA DE UCI QUIROFANOS URGENCIAS X000D Y NEONATOS DEL HOSPITAL UNIVERSITARIO OBISPO POLANCO DE TERUEL X000D
SAS_Z3_2026_PA_048,2025-12-01,2025.0,12.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,348840.0,348840.0,418608.0,250.000 – 500.000 €,48.0,36 – 60 meses,False,0,Formalizado,Formalizado,drager,False,No licita,MANTENIMIENTO EQUIPOS ELECTROMEDICINA DRAGER
SER-10/26 ML,2025-12-01,2025.0,12.0,es30,Comunidad de Madrid,Servicios,Autoridad regional,Universidad,Abierto simplificado,Abierto simplificado,Ordinaria,16632.0,16632.0,36590.4,10.000 – 25.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,Otros,False,,SERVICIO DE MANTENIMIENTO DE LOS DESFIBRILADORES DE LA UNIVERSIDAD POLITECNICA DE MADRID ASI COMO DE LA FORMACION NECESARIA DE SUS TRABAJADORES
SER-25-0438-SOM,2025-12-01,2025.0,12.0,Nacional,Nacional,Servicios,Autoridad local,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,44800.0,44800.0,98560.0,25.000 – 50.000 €,24.0,24 – 36 meses,False,0,Desierto,Desierto,Otros,False,No licita,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS TAPICES RODANTES ANTIGRAVITATORIOS
SER/2025/0000136512,2025-12-01,2025.0,12.0,es70,Canarias,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,673649.97,673649.97,1290130.9,500.000 – 1 M€,36.0,36 – 60 meses,False,0,Formalizado,Formalizado,drager,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL CORRECTIVO Y PREVENTIVO AMBOS CON MATERIALES DE LOS EQUIPOS DE ELECTROMEDICINA SUMINISTRADOS POR DRAGER HISPANIA S A PROPIEDAD DE LA GERENCIA DE SERVICIOS SANITARIOS DEL AREA DE SALUD DE FUERTEVENTURA
0047/2025/2005,2026-01-01,2026.0,1.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,55000.0,55000.0,55000.0,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,PRORROGA DEL EXPEDIENTE 0044 2023 2005 SERVICIO DE MANTENIMIENTO INTEGRAL Y ASISTENCIA TECNICA DE UN TOMOGRAFO AXIAL COMPUTERIZADO MARCA CANON MODELO AQUILION PRIME SP INSTALADO EN LA GERENCIA DE ATENCION ESPECIALIZADA DE ARANDA DE DUERO
0505/2026,2026-01-01,2026.0,1.0,es61,Andalucía,Servicios,Empresa pública bajo el control de una autoridad local,Administración Pública,Abierto simplificado,Abierto simplificado,Ordinaria,9418.5,9418.5,10360.35,< 10.000 €,60.0,60 – 120 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,CONTRATACION DE UN SERVICIO DE MANTENIMIENTO DE DIECISEIS EQUIPOS DE DESFIBRILACION DEA DE LA EMPRESA METROPOLITANA DE ABASTECIMIENTO Y SANEAMIENTO DE AGUAS DE SEVILLA S A
1271/2025,2026-01-01,2026.0,1.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,138150.0,138150.0,316215.0,100.000 – 250.000 €,36.0,36 – 60 meses,False,0,Formalizado,Formalizado,polygon,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE CINCO EQUIPOS DE RADIODIAGNOSTICO DEL HOSPITAL UNIVERSITARIO DE LA PLANA PROCURANDO SU EFICIENCIA ENERGETICA 3 ARCOS QUIRURGICOS Y 2 PORTATILES RX QUE SE RELACIONAN EN EL ANEXO II DEL PLIEGO DE PRESCRIPCIONES TECNICAS
2025/009591,2026-01-01,2026.0,1.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,138238.08,138238.08,138238.08,100.000 – 250.000 €,36.0,36 – 60 meses,False,0,Formalizado,Formalizado,ge_healthcare,False,No licita,SERVICIO DE MANTENIMIENTO RESPIRADORES GENERAL ELECTRIC GAI ALBACETE
2025/015731,2026-01-01,2026.0,1.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,24226.94,24226.94,48453.88,10.000 – 25.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL A TODO RIESGO DE ECOGRAFOS MARCA CANON INSTALADOS EN LA GERENCIA DE ATENCION INTEGRADA DE CIUDAD REAL
2025/ES/0067,2026-01-01,2026.0,1.0,es30,Comunidad de Madrid,Servicios,Organismo de Derecho público bajo el control de una autoridad estatal,Investigación,Abierto simplificado,Abierto simplificado,Ordinaria,18747.75,18747.75,56243.25,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,MANTENIMIENTO DE LA PLATAFORMA AUTOMATIZADA DE MANEJO DE LIQUIDOS FLUENT TECAN
23-128 noviembre 2025,2026-01-01,2026.0,1.0,es61,Andalucía,Servicios,Organismo de Derecho público bajo el control de una autoridad local,Otros,Abierto,Abierto,Ordinaria,7657.0,7657.0,7657.0,< 10.000 €,0.328515111695138,< 6 meses,False,0,Adjudicado,Adjudicado,Otros,False,,SERVICIO DE CALIBRACION DE LOS EQUIPOS DE MEDIDA DE TEMPERATURA
36/2026,2026-01-01,2026.0,1.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,330625.0,330625.0,774350.0,250.000 – 500.000 €,5.913272010512483,< 6 meses,False,0,Formalizado,Formalizado,phillips,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS EQUIPOS DE ELECTROMEDICINA DE RX DE LA MARCA PHILIPS DEL DEPARTAMENTO DE SALUD DE VALENCIA CLINICO MALVARROSA
4/2025,2026-01-01,2026.0,1.0,es52,Comunitat Valenciana,Servicios,Organismo de Derecho público bajo el control de una autoridad local,Universidad,Abierto,Abierto,Ordinaria,62975.21,62975.21,314876.06,50.000 – 100.000 €,60.0,60 – 120 meses,False,0,Formalizado,Formalizado,Otros,False,,SERVICIO DE MANTENIMIENTO INTEGRAL DEL EQUIPAMIENTO EXISTENTE EN LAS DISTINTAS CLINICAS QUE FORMAN PARTE DE LA DE LA FUNDACIO LLUIS ALCANYIS UNIVERSITAT DE VALENCIA DE LA COMUNITAT VALENCIANA MITJA PROPI M P X000D
40103/2025,2026-01-01,2026.0,1.0,es61,Andalucía,Servicios,Autoridad local,Administración Pública,Abierto simplificado,Abierto simplificado,Ordinaria,7107.44,7107.44,7107.44,< 10.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL REVISIONES VERIFICACIONES Y LOGISTICA DE LOS ETILOMETROS DE LA POLICIA LOCAL
58003/2022 Prorroga única,2026-01-01,2026.0,1.0,es62,Región de Murcia,Servicios,Autoridad regional,Investigación,Abierto,Abierto,Ordinaria,108609.0,108609.0,776801.25,100.000 – 250.000 €,12.0,12 – 24 meses,True,3,Formalizado,Formalizado,Otros,False,No licita,DIEZ EQUIPOS DE CROMATOGRAFIA DE GASES Y LIQUIDOS MARCA AGILENT TECHNOLOGIES SPAIN S L
6565/2025,2026-01-01,2026.0,1.0,es30,Comunidad de Madrid,Servicios,Autoridad local,Administración Pública,Abierto simplificado,Abierto simplificado,Ordinaria,4420.0,4420.0,10608.0,< 10.000 €,48.0,36 – 60 meses,False,0,Formalizado,Formalizado,Otros,False,,SERVICIO DE MANTENIMIENTO DE LOS DESFIBRILADORES EXTERNOS Y EQUIPOS ASOCIADOS
ALC-3/2026,2026-01-01,2026.0,1.0,es52,Comunitat Valenciana,Servicios,Empresa pública bajo el control de una autoridad estatal,Empresa Pública,Abierto simplificado,Abierto simplificado,Ordinaria,3200.0,3200.0,9600.0,< 10.000 €,,,False,0,Formalizado,Formalizado,Otros,False,No licita,CALIBRACION DE ETILOMETROS DEL AEROPUERTO DE ALICANTE ELCHE MIGUEL HERNANDEZ
CP00178/2025,2026-01-01,2026.0,1.0,Nacional,Nacional,Servicios,Autoridad estatal,Mutua,Abierto,Abierto,Ordinaria,20000.0,20000.0,84000.0,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,agenor,False,No licita,SERVICIO DE MANTENIMIENTO DE LOS ECOGRAFOS DE LOS CENTROS DE CORDOBA MADRID PAMPLONA Y VALLADOLID
EPRSE 2026/32058,2026-01-01,2026.0,1.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,134679.57,134679.57,134679.57,100.000 – 250.000 €,3.0,< 6 meses,False,0,Adjudicado,Adjudicado,grupo_gee,True,Licita,TERCERA PRORROGA DEL SERVICIO DE MANTENIMIENTO DE EQUIPOS DE ELECTROMEDICINA DEL AREA DE SALUD DE IBIZA Y FORMENTERA SSCC PA 390 21 ECASE 2021 27238
EPRSE 2026/32174,2026-01-01,2026.0,1.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto simplificado,Abierto simplificado,Ordinaria,9000.0,9000.0,9000.0,< 10.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,PRORROGA DEL CONTRATO DEL SERVICIO DE MANTENIMIENTO DE INSTRUMENTAL QUIRURGICO DEL AREA DE SALUD DE IBIZA Y FORMENTERA ECASE 2024 31901
MCV-5/2026,2026-01-01,2026.0,1.0,es30,Comunidad de Madrid,Servicios,Empresa pública bajo el control de una autoridad estatal,Empresa Pública,Normas internas,Normas internas,Ordinaria,395.0,395.0,395.0,< 10.000 €,0.4927726675427069,< 6 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,REVISION DE EQUIPO DE LECTURA WIPEALYSER
PASS ARTS 567/25,2026-01-01,2026.0,1.0,es52,Comunitat Valenciana,Servicios,Organismo de Derecho público bajo el control de una autoridad regional,Administración Pública,Abierto simplificado,Abierto simplificado,Ordinaria,2520.0,2520.0,10080.0,< 10.000 €,12.0,12 – 24 meses,False,0,Formalizado,Formalizado,Otros,False,,CONTRATACION DEL SERVICIO EN REGIMEN DE RENTING DE TRES DESFIBRILADORES SEMIAUTOMATICOS PARA EL PALAU DE LES ARTS REINA SOFIA
PRR CNMY 523/2022,2026-01-01,2026.0,1.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Servicio de Salud,Abierto simplificado,Abierto simplificado,Ordinaria,61000.0,61000.0,61000.0,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,PRORROGA SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL EQUIPAMIENTO DE BRAQUITERAPIA DEL SERVICIO DE RADIOTERAPIA DEL HOSPITAL UNIVERSITARIO DE LA RIBERA
SAS_HU_2025_126,2026-01-01,2026.0,1.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,6380.4,6380.4,6380.4,< 10.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DEL PROCESADOR DE TEJIDOS MENARINI LOGOS ONE DEL SERVICIO DE ANATOMIA PATOLOGICA DEL HOSPITAL UNIVERSITARIO SAN JORGE DE HUESCA DEL SECTOR SANITARIO DE HUESCA
SAS_Z2_2026_PNSP_61,2026-01-01,2026.0,1.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,140562.85,140562.85,210844.28,100.000 – 250.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,ge_healthcare,False,No licita,SERVICIO DE MANTENIMIENTO SOPORTE TECNICO Y RENOVACION TECNOLOGICA DEL SISTEMA DE INFORMACION CLINICA CENTRICITY CRITICAL CARE INSTALADO EN LAS UNIDADES DE CUIDADOS INTENSIVOS DEL HOSPITAL UNIVERSITARIO MIGUEL SERVET DE ZARAGOZA
SAS_Z3_2026_PNSP_002,2026-01-01,2026.0,1.0,es24,Aragón,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,46750.0,46750.0,168300.0,25.000 – 50.000 €,,,False,0,Formalizado,Formalizado,Otros,False,No licita,MANTENIMIENTO DE MATERIAL QUIRURGICO STORZ
SER-26-0011-SOM,2026-01-01,2026.0,1.0,Nacional,Nacional,Servicios,Autoridad local,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,44800.0,44800.0,98560.0,25.000 – 50.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS TAPICES RODANTES ANTIGRAVITATORIOS
SER-26-0012-SOM,2026-01-01,2026.0,1.0,es51,Cataluña,Servicios,Autoridad local,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,18800.0,18800.0,31960.0,10.000 – 25.000 €,24.0,24 – 36 meses,False,0,Formalizado,Formalizado,stryker,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE LOS EQUIPOS DE LA MARCA STRYKER EN UMIVALE ACTIVA TARRAGONA HOSPITAL
